x,y
30.465265159470903,1405.0653873112667
84.22459297292454,9560.601688602583
-65.37081704108869,4879.064361956754
24.125017659205497,922.7284822980444
-78.6746648687398,7191.129191409487
-62.91240776687912,4499.297368004719
-51.97871043749822,3007.7224561255503
-3.886079732171382,-2.7633243823750258
-71.51880752655752,5885.6449052483185
71.70697544065442,7011.177132178145
-18.041920825952246,280.2017370724747
5.478266583826013,84.79709759231679
45.814670122017674,2994.1647909966596
63.17017613069177,5500.00212284539
-2.8842695739399744,-4.123746404358152
58.673718505181995,4775.784070417449
-21.044990579705527,401.87624462012633
46.30670145630913,3051.630770777196
-16.223985624205568,216.35419874941346
36.39695436598271,1949.9777100723095
-95.84805106940344,10823.155750789847
-79.35138897400897,7313.614782549229
-98.56892108750495,11468.584233616142
-38.094584944941886,1541.9946778424342
-94.67733624586705,10546.079886876834
-25.921676113034152,654.1073184152422
26.622757382823224,1098.460459915783
-67.10584513151991,5154.2834096374545
-35.80708571776623,1346.224424895416
-20.067215972701163,356.9782542430174
34.32471836580385,1747.3208521981524
88.31160300155179,10477.917047143052
94.55444522658888,11962.059562100321
0.008811403531794326,6.482869908310941
-43.25303867679373,2028.4121714665287
37.51628281389304,2062.88550023953
-65.57718778499526,4911.266391056662
-80.62266897646634,7561.4565802630195
-2.670620566098208,-8.091133614926301
-78.94841071755043,7238.782284040365
34.769296081300524,1791.546496448692
-13.366630140056543,126.35873863993484
52.06638083188892,3809.4052255272236
-66.35294148011697,5035.404025493337
17.161776582545784,506.5363073616365
-76.83263972733414,6837.617605036045
43.348005176619154,2700.3306741086753
-89.29689910054665,9348.526967560658
-51.89670513092261,2989.6906709594346
-4.667089416736275,-5.710586723529506
-44.66485564613911,2176.154756628559
-67.6726140136398,5245.938208633172
-94.95490813573507,10614.378945534996
18.27672168562924,567.9174643362113
-92.97546565200831,10163.80977481897
13.898792183478065,354.21533631105274
-97.9158825704045,11304.660982495745
23.257729519992566,864.8857026944676
24.757817975409196,965.8133487350332
33.30534796276484,1653.1968829207917
-44.899024970084845,2200.2438246268657
20.936664765542815,714.9010838433851
-28.998247558566547,846.4295913128278
-14.142864030407566,148.40428890644654
-96.8415460452606,11050.220172764359
-35.87004253664708,1349.539091016335
57.33989290816373,4575.920017919261
-12.776665383556818,113.94598754885826
-25.73761192997013,640.8136879847804
-54.74204059424481,3354.958515704656
-51.14723717521243,2903.6032091716265
22.85122297346956,838.1717590194264
95.0913824592854,12091.188165550366
-23.427582393775197,522.578982356313
7.490550453867485,137.27064496262514
86.97864250941603,10176.448272271788
56.56494881986447,4458.329446877734
70.80362725572908,6844.099277270461
87.63313346264357,10323.26205845593
-51.01903843012012,2889.5652754838397
-10.118264824267072,59.191139004732754
-21.936983253140482,439.33591253297686
95.89568566132286,12294.46006391718
-38.84216387435586,1608.0520822852861
-6.4354952047305005,10.19915184308247
18.40263459444087,573.8747025730028
-28.68078719323637,819.3670632833638
56.95899568312777,4517.81819763972
96.69576140694554,12491.227119334762
-78.22999630162688,7101.893576447956
-75.75292581674336,6642.765537203802
-3.9169678994829695,-3.703780169823626
56.87561658455337,4503.872390386231
82.49009323238914,9185.282566969261
-10.263183449511004,62.54228526211147
-73.29560960882657,6200.798612205797
-51.181635679421866,2907.3589446034184
57.34511849181126,4576.588559760927
69.76208287156308,6652.6259513095365
-50.973867923345594,2883.813458987001
39.01158025873872,2213.9499909586098
-91.64872658958222,9867.28859354363
18.424974285833628,570.2440718801683
-7.653911981087987,17.74416898516199
-48.39994753568184,2580.476163893782
32.9932053274546,1624.0134665393953
30.240753448184563,1385.85338980981
38.3494306671482,2144.0130355369242
45.074665462303756,2903.701688351923
-31.53904789898654,1016.8015361964902
9.943091311934012,206.27903907486728
-35.050042266835064,1279.8388609894323
-13.04674056144816,120.8423015507654
-2.348728686386309,-6.022454581705051
-41.004004299096565,1805.5305378868593
-10.671672781917295,70.85278335170526
63.784035065994345,5601.820493108661
77.88822137841376,8224.560894240856
26.993349525004433,1128.9170735524872
58.42866119057578,4742.326208068873
-67.04149241003488,5145.912163766763
64.75589597350188,5766.715980623548
-63.35025281898376,4567.9880362991935
55.541762484553544,4307.299771870993
68.03625825335217,6342.737776742543
77.58662622456919,8159.413272948897
-81.59098807910814,7753.813990601963
86.07139405257738,9969.223253886801
6.932969137553897,117.34275754138801
-15.36419797084325,187.6753727396498
83.97571738438688,9509.383447612014
-65.51624122620822,4902.915138554922
-91.20720302201597,9770.379295154808
-46.43689310559027,2361.156141709807
53.01244816215163,3939.8101647773456
-50.147771557817514,2785.9693576086734
-73.9594059598101,6315.692665781958
-60.7241508224877,4179.240675255629
-26.936232748843864,712.4113937815856
68.88956442234795,6495.975577446514
-82.23148039950917,7877.575701512706
73.71433013345032,7395.081377439992
-83.21985162417943,8076.019721557229
-96.5062778001061,10975.925915522099
73.44775313469938,7341.126214467925
90.01716285251763,10873.917931648433
-20.118274443982088,363.9501874602091
-38.40858398706997,1567.8969711266896
66.95936047458912,6148.957444932194
-34.64694546211362,1250.189975738142
-91.17209645044655,9760.566804560134
60.37454107829555,5043.478597636306
21.038767619286247,722.7553191097362
92.37287253491823,11432.443516358766
-11.517215891338736,87.56587146117776
83.11209625591712,9319.194488774228
0.7428642672013837,7.6591782385979
72.01047940136752,7070.1205697616815
-99.13764373955038,11604.608671318545
2.3573512649816735,31.978812108806473
24.34722974087957,935.542585847956
-79.7024239883241,7384.926625214752
-40.62265715561346,1772.4584450420339
92.399570382479,11440.085119532807
97.2927457133182,12640.775347939369
-94.12916384195191,10424.675095224808
42.97306180005779,2652.0719706749874
31.234507014789585,1470.610850643586
53.13451885612636,3960.381040707385
15.629914606906254,432.3733090275563
-51.16617161774006,2908.00295628494
-62.30898373706968,4412.554337647127
75.93251162216956,7830.275168975672
67.5242518093003,6248.221002612609
20.042257548165708,663.5861550594074
-82.25837060756533,7885.99702884802
-63.69467596338281,4622.836732717821
25.489667920549834,1015.540175556674
-63.75205052655084,4627.7745889878515
-32.974524111541996,1124.1802161622581
-40.662157260046406,1773.1873300265318
43.994686529344364,2771.9616783316897
-44.00212001018136,2105.1584175713306
-1.675998791127057,-2.8564823564774646
93.70200705115533,11750.12570643009
43.350048766453455,2697.9594754448262
-78.00915122959644,7058.3007079068675
93.79667091805092,11780.631864476256
-29.780885061577948,893.9148979892349
14.662943268342346,386.19821313150976
28.497588359958115,1245.1207018057805
46.44980201852056,3070.947624590751
4.938727260416613,74.68580132553893
-64.78408432528781,4786.4509204448495
-64.97729970171898,4820.873723000079
-26.354795447587634,676.7141684212804
82.35460784125536,9152.609901362177
84.44397795393246,9608.839575110545
13.221616498480799,331.68792435520237
49.34360357424194,3443.4259367341333
-40.82641424362985,1792.136563140963
66.72844713272713,6110.332094766151
-48.27716546000311,2569.926322634529
-33.77800952743391,1179.6410159476432
-43.09206666077188,2014.2603225796834
-28.5388645307749,814.1792659819077
24.04420926456079,917.1405422568091
-45.433543988052485,2254.0386686905267
-3.169524251245278,-1.157506955763672
53.934457525733905,4072.092242239365
69.64612275539523,6630.834171548557
-78.86843838534966,7224.529022833347
-37.0620000315663,1455.4575412606612
-91.35509869510292,9803.20241697825
-28.94858648506957,838.7033422221474
-65.47906455927523,4898.301163089423
37.643594284772746,2076.315777725538
44.55349732255175,2839.945326777437
4.036808786956556,56.22439968317697
-88.7794184655882,9236.40628836643
34.741392583068375,1784.7135600731187
-69.04206927587776,5472.513633766638
67.40770447592075,6227.215485040231
66.32797080537185,6042.350413708606
96.10517621055635,12344.78255351996
13.95462855403909,358.9814797697491
12.99590116926332,317.07963509082873
-46.22150588627208,2336.5138336770215
-15.794928049473995,200.6930347674374
90.26275315048565,10929.90392290787
41.792583959979765,2524.2223087649318
-87.74133683727648,9013.070048793621
-78.72683429617165,7201.376798365483
78.14840485963538,8272.971197015555
45.70038357777736,2980.0743794480372
63.97861016674827,5636.155687404485
-9.677181746542047,51.74132459914798
55.93303549723856,4364.458990509455
38.37113657360257,2149.9041782625463
-72.45256630311825,6051.928326523883
99.5060613829738,13206.753813554747
25.636043106082624,1028.583349842221
36.02051936167271,1913.0535494723104
30.949400377499927,1443.9400461573887
49.34935299812628,3440.157960000159
15.350942276363156,420.611282433413
-24.363231729352535,568.9748480808796
92.98174445178722,11581.242111238473
23.755071011365445,895.3554542443119
-61.051475940169176,4228.210001885351
56.85868544963094,4501.56958732082
-11.48850347267863,87.26797105015075
-22.437410142634675,465.9654047163044
-24.825922779162667,596.0445803074115
3.565110755305966,51.31751799227448
-78.49589639001834,7151.4762824582995
47.71956000121676,3230.2109415666428
51.402251866129404,3716.37742787501
64.70200355903557,5759.187452052476
-93.63721151533697,10311.474401878259
4.369007565141473,64.39250052692336
58.55572491067193,4762.514622710461
71.40169304817525,6958.497425621494
41.76908793291037,2517.5267652990633
-42.30657517270573,1932.4777485880525
3.8918568359203647,57.06636302766412
63.33866825575899,5527.844286792057
-38.68211806054755,1593.8584742031214
6.807082005077888,115.63705190952003
66.43829703069306,6059.7073848343
10.81460766655465,239.22875039123224
32.5451606781983,1583.4044622672468
-29.603328718003013,882.4612635247076
0.31551795224666535,9.234802032557393
-95.88728552547725,10829.53333274367
-61.05361155843503,4223.730239811749
-46.1413159407233,2332.909606852283
86.75840771487736,10126.748741742327
-43.49794394993627,2052.303646873297
98.65261298590167,12985.929710416534
-31.769166382006333,1032.5278358469573
89.5388032700103,10762.607015072643
-71.68065238982946,5916.206417071165
-74.74629581020318,6459.2716754408075
-8.303055189748278,29.606244669876975
-4.925020383610914,-0.14768104277578314
-98.45915917911496,11440.814144432417
-61.05787849881048,4226.550373139628
44.616622205669444,2843.9862893412183
-58.00737401459024,3793.681193592061
-45.837363387780904,2300.0629356298105
-55.588978495045936,3469.6974352788206
6.674774111284748,115.2861952368562
-15.407769045786779,187.92292334308374
-63.52813706770735,4595.153400102603
-54.58483919122339,3335.80868463329
47.27899404300345,3175.2452788738756
-32.129865638375605,1060.7024550502786
14.271110503369158,373.1911119857956
-71.66488381867985,5914.089703813018
9.449887442387706,192.64523354313795
81.22088477445553,8915.007621120561
61.69251231363842,5259.378767525957
-74.45390191061335,6405.889580282653
-4.488998994934207,-3.809404799583409
-56.71350750915334,3617.80403990622
-31.45182664225321,1011.0228129333397
-90.24882716204003,9552.746718907716
40.16714026650152,2338.9308769110335
-43.14744230333001,2017.4660109109668
80.76072800031312,8818.969701528571
-46.46043510012468,2368.7356104694704
-68.95052879164207,5459.117593369499
-57.77518367637866,3761.149373556189
-72.53795566125851,6065.472148761629
5.479262440291976,85.25834947693879
-21.185108880640513,412.44011877920104
-13.689028614325878,143.14898076563128
-24.995022238250783,601.0476423990274
-92.58967337812662,10076.47101629799
75.4532230448927,7736.184248924875
-58.226913403315535,3824.4226541009148
37.78755222292648,2089.737232283654
73.081238590873,7273.974105254129
25.215481785101616,997.2470201875169
45.72560226940777,2981.90015876556
77.03356064877826,8050.317791681933
-24.617526151958472,576.9022917532229
44.98480421021779,2890.2307918128795
97.13308359629363,12600.748379588567
33.109300115941664,1634.6561374774437
-48.11503353812397,2548.841444719081
9.546505380975233,194.17293422232635
30.55078628679388,1415.5074900345594
70.26418765384824,6745.211783541071
3.3566289892655163,46.41949032160498
23.460131531962958,875.648328960694
-0.5015512468283987,1.2770261461478265
-68.00185934872312,5302.619371351894
-45.16101198071914,2228.1897649736693
64.54762591143236,5735.79772496625
69.50315612019301,6604.865087088209
-32.69784165367177,1105.4570623181185
-81.34917869058988,7703.1210489165105
10.591080390666605,226.4657662298497
-82.15081556396136,7856.889271164039
87.31869180857495,10250.751181592033
-33.800393920919575,1187.258973550499
7.391148015373943,131.97954759854397
15.886179050405175,449.32946971923883
49.73082478712868,3494.2538737563577
44.34464163157216,2813.243503983364
20.304668630349127,679.6225269224019
7.8634840734268465,144.6431941775404
-12.894357670493122,118.14050274855407
54.18026247567502,4108.127502899354
-51.35787317110503,2928.3889165735704
25.933455938805466,1050.509369780421
-67.64309880102968,5240.21025634976
80.132904019454,8684.31312357577
74.92871556060416,7628.159109391075
90.03159083325363,10875.883843423575
-82.23635857080767,7880.155012394882
75.37803018461318,7720.815140365798
-41.16179408441689,1822.3581320162168
55.76685748341359,4339.515081256506
-99.93425338154125,11799.914199777812
-8.204535020868306,26.964816470730415
-99.39447735630836,11665.241516509406
52.46152351788763,3860.9095831214577
86.36602615661928,10036.682115667021
65.41192684145386,5882.893478579219
-29.23199217190185,859.1771317763448
48.04409305285307,3273.0698183908107
73.16060678604387,7288.7570129118385
48.779972535361026,3368.7548565918423
-84.0918986421484,8254.142123512453
-4.57702475188357,-2.8246453926715938
33.012246082219036,1625.6641627115432
70.05040308916776,6705.187329867147
-72.69558548043153,6098.489655836161
